date,value
2023-04-11,12.96
2023-04-12,12.97
2023-04-13,12.98
2023-04-14,12.99
2023-04-15,13.0
2023-04-16,13.01
2023-04-17,13.02
2023-04-18,13.030000000000001
2023-04-19,13.040000000000001
2023-04-20,13.05
2023-04-21,13.06
2023-04-22,13.07
2023-04-23,13.08
2023-04-24,13.09
2023-04-25,13.1
2023-04-26,13.11
2023-04-27,13.120000000000001
2023-04-28,13.13
2023-04-29,13.14
2023-04-30,13.15
2023-05-01,13.16
2023-05-02,13.17
2023-05-03,13.18
2023-05-04,13.19
2023-05-05,13.200000000000001
2023-05-06,13.21
2023-05-07,13.22
2023-05-08,13.23
2023-05-09,13.24
2023-05-10,13.25
2023-05-11,13.26
2023-05-12,13.27
2023-05-13,13.280000000000001
2023-05-14,13.290000000000001
2023-05-15,13.3
2023-05-16,13.31
2023-05-17,13.32
2023-05-18,13.33
2023-05-19,13.34
2023-05-20,13.35
2023-05-21,13.36
2023-05-22,13.370000000000001
2023-05-23,13.38
2023-05-24,13.39
2023-05-25,13.4
2023-05-26,13.41
2023-05-27,13.42
2023-05-28,13.43
2023-05-29,13.44
2023-05-30,13.450000000000001
2023-05-31,13.46
2023-06-01,13.47
2023-06-02,13.48
2023-06-03,13.49
2023-06-04,13.5
2023-06-05,13.51
2023-06-06,13.52
2023-06-07,13.530000000000001
2023-06-08,13.540000000000001
2023-06-09,13.55
2023-06-10,13.56
2023-06-11,13.57
2023-06-12,13.58
2023-06-13,13.59
2023-06-14,13.6
2023-06-15,13.61
2023-06-16,13.620000000000001
2023-06-17,13.63
2023-06-18,13.64
2023-06-19,13.65
2023-06-20,13.66
2023-06-21,13.67
2023-06-22,13.68
2023-06-23,13.69
2023-06-24,13.700000000000001
2023-06-25,13.71
2023-06-26,13.72
2023-06-27,13.73
2023-06-28,13.74
2023-06-29,13.75
2023-06-30,13.76
2023-07-01,13.77
2023-07-02,13.780000000000001
2023-07-03,13.790000000000001
2023-07-04,13.8
2023-07-05,13.81
2023-07-06,13.82
2023-07-07,13.83
2023-07-08,13.84
2023-07-09,13.85
2023-07-10,13.86
2023-07-11,13.870000000000001
2023-07-12,13.88
2023-07-13,13.89
2023-07-14,13.9
2023-07-15,13.91
2023-07-16,13.92
2023-07-17,13.93
2023-07-18,13.94
2023-07-19,13.950000000000001
2023-07-20,13.96
2023-07-21,13.97
2023-07-22,13.98
2023-07-23,13.99
2023-07-24,14.0
2023-07-25,14.01
2023-07-26,14.02
2023-07-27,14.030000000000001
2023-07-28,14.040000000000001
2023-07-29,14.05
2023-07-30,14.06
2023-07-31,14.07
2023-08-01,14.08
2023-08-02,14.09
2023-08-03,14.1
2023-08-04,14.11
2023-08-05,14.120000000000001
2023-08-06,14.13
2023-08-07,14.14
2023-08-08,14.15
2023-08-09,14.16
2023-08-10,14.17
2023-08-11,14.18
2023-08-12,14.19
2023-08-13,14.200000000000001
2023-08-14,14.21
2023-08-15,14.22
2023-08-16,14.23
2023-08-17,14.24
2023-08-18,14.25
2023-08-19,14.26
2023-08-20,14.27
2023-08-21,14.280000000000001
2023-08-22,14.290000000000001
2023-08-23,14.3
2023-08-24,14.31
2023-08-25,14.32
2023-08-26,14.33
2023-08-27,14.34
2023-08-28,14.35
2023-08-29,14.36
2023-08-30,14.370000000000001
2023-08-31,14.38
2023-09-01,14.39
2023-09-02,14.4
2023-09-03,14.41
2023-09-04,14.42
2023-09-05,14.43
2023-09-06,14.44
2023-09-07,14.450000000000001
2023-09-08,14.46
2023-09-09,14.47
2023-09-10,14.48
2023-09-11,14.49
2023-09-12,14.5
2023-09-13,14.51
2023-09-14,14.52
2023-09-15,14.530000000000001
2023-09-16,14.540000000000001
2023-09-17,14.55
2023-09-18,14.56
2023-09-19,14.57
2023-09-20,14.58
2023-09-21,14.59
2023-09-22,14.6
2023-09-23,14.61
2023-09-24,14.620000000000001
2023-09-25,14.63
2023-09-26,14.64
2023-09-27,14.65
2023-09-28,14.66
2023-09-29,14.67
2023-09-30,14.68
2023-10-01,14.69
2023-10-02,14.700000000000001
2023-10-03,14.71
2023-10-04,14.72
2023-10-05,14.73
2023-10-06,14.74
2023-10-07,14.75
2023-10-08,14.76
2023-10-09,14.77
2023-10-10,14.780000000000001
2023-10-11,14.790000000000001
2023-10-12,14.8
2023-10-13,14.81
2023-10-14,14.82
2023-10-15,14.83
2023-10-16,14.84
2023-10-17,14.85
2023-10-18,14.86
2023-10-19,14.870000000000001
2023-10-20,14.88
2023-10-21,14.89
2023-10-22,14.9
2023-10-23,14.91
2023-10-24,14.92
2023-10-25,14.93
2023-10-26,14.94
2023-10-27,14.950000000000001
2023-10-28,14.96
2023-10-29,14.97
2023-10-30,14.98
2023-10-31,14.99
2023-11-01,15.0
2023-11-02,15.01
2023-11-03,15.02
2023-11-04,15.030000000000001
2023-11-05,15.040000000000001
2023-11-06,15.05
2023-11-07,15.06
2023-11-08,15.07
2023-11-09,15.08
2023-11-10,15.09
2023-11-11,15.1
2023-11-12,15.11
2023-11-13,15.120000000000001
2023-11-14,15.13
2023-11-15,15.14
2023-11-16,15.15
2023-11-17,15.16
2023-11-18,15.17
2023-11-19,15.18
2023-11-20,15.19
2023-11-21,15.200000000000001
2023-11-22,15.21
2023-11-23,15.22
2023-11-24,15.23
2023-11-25,15.24
2023-11-26,15.25
2023-11-27,15.26
2023-11-28,15.27
2023-11-29,15.280000000000001
2023-11-30,15.290000000000001
2023-12-01,15.3
2023-12-02,15.31
2023-12-03,15.32
2023-12-04,15.33
2023-12-05,15.34
2023-12-06,15.35
2023-12-07,15.36
2023-12-08,15.370000000000001
2023-12-09,15.38
2023-12-10,15.39
2023-12-11,15.4
2023-12-12,15.41
2023-12-13,15.42
2023-12-14,15.43
2023-12-15,15.44
2023-12-16,15.450000000000001
2023-12-17,15.46
2023-12-18,15.47
2023-12-19,15.48
2023-12-20,15.49
2023-12-21,15.5
2023-12-22,15.51
2023-12-23,15.52
2023-12-24,15.530000000000001
2023-12-25,15.540000000000001
2023-12-26,15.55
2023-12-27,15.56
2023-12-28,15.57
2023-12-29,15.58
2023-12-30,15.59
2023-12-31,15.6
2024-01-01,15.61
2024-01-02,15.620000000000001
2024-01-03,15.63
2024-01-04,15.64
2024-01-05,15.65
2024-01-06,15.66
2024-01-07,15.67
2024-01-08,15.68
2024-01-09,15.69
2024-01-10,15.700000000000001
2024-01-11,15.71
2024-01-12,15.72
2024-01-13,15.73
2024-01-14,15.74
2024-01-15,15.75
2024-01-16,15.76
2024-01-17,15.77
2024-01-18,15.780000000000001
2024-01-19,15.790000000000001
2024-01-20,15.8
2024-01-21,15.81
2024-01-22,15.82
2024-01-23,15.83
2024-01-24,15.84
2024-01-25,15.85
2024-01-26,15.86
2024-01-27,15.870000000000001
2024-01-28,15.88
2024-01-29,15.89
2024-01-30,15.9
2024-01-31,15.91
2024-02-01,15.92
2024-02-02,15.93
2024-02-03,15.94
2024-02-04,15.950000000000001
2024-02-05,15.96
2024-02-06,15.97
2024-02-07,15.98
2024-02-08,15.99
2024-02-09,16.0
2024-02-10,16.009999999999998
2024-02-11,16.02
2024-02-12,16.03
2024-02-13,16.04
2024-02-14,16.05
2024-02-15,16.060000000000002
2024-02-16,16.07
2024-02-17,16.08
2024-02-18,16.09
2024-02-19,16.1
2024-02-20,16.11
2024-02-21,16.12
2024-02-22,16.130000000000003
2024-02-23,16.14
2024-02-24,16.15
2024-02-25,16.16
2024-02-26,16.17
2024-02-27,16.18
2024-02-28,16.189999999999998
2024-02-29,16.200000000000003
2024-03-01,16.21
2024-03-02,16.22
2024-03-03,16.23
2024-03-04,16.240000000000002
2024-03-05,16.25
2024-03-06,16.259999999999998
2024-03-07,16.27
2024-03-08,16.28
2024-03-09,16.29
2024-03-10,16.3
2024-03-11,16.310000000000002
2024-03-12,16.32
2024-03-13,16.33
2024-03-14,16.34
2024-03-15,16.35
2024-03-16,16.36
2024-03-17,16.37
2024-03-18,16.380000000000003
2024-03-19,16.39
2024-03-20,16.4
2024-03-21,16.41
2024-03-22,16.42
2024-03-23,16.43
2024-03-24,16.439999999999998
2024-03-25,16.450000000000003
2024-03-26,16.46
2024-03-27,16.47
2024-03-28,16.48
2024-03-29,16.490000000000002
2024-03-30,16.5
2024-03-31,16.509999999999998
2024-04-01,16.52
2024-04-02,16.53
2024-04-03,16.54
2024-04-04,16.55
2024-04-05,16.560000000000002
2024-04-06,16.57
2024-04-07,16.58
2024-04-08,16.59
2024-04-09,16.6
2024-04-10,16.61
2024-04-11,16.62
2024-04-12,16.630000000000003
2024-04-13,16.64
2024-04-14,16.65
2024-04-15,16.66
2024-04-16,16.67
2024-04-17,16.68
2024-04-18,16.689999999999998
2024-04-19,16.700000000000003
2024-04-20,16.71
2024-04-21,16.72
2024-04-22,16.73
2024-04-23,16.740000000000002
2024-04-24,16.75
2024-04-25,16.759999999999998
2024-04-26,16.77
2024-04-27,16.78
2024-04-28,16.79
2024-04-29,16.8
2024-04-30,16.810000000000002
2024-05-01,16.82
2024-05-02,16.83
2024-05-03,16.84
2024-05-04,16.85
2024-05-05,16.86
2024-05-06,16.87
2024-05-07,16.880000000000003
2024-05-08,16.89
2024-05-09,16.9
2024-05-10,16.91
2024-05-11,16.92
2024-05-12,16.93
2024-05-13,16.939999999999998
2024-05-14,16.950000000000003
2024-05-15,16.96
2024-05-16,16.97
2024-05-17,16.98
2024-05-18,16.990000000000002
2024-05-19,17.0
2024-05-20,17.01
2024-05-21,17.02
2024-05-22,17.03
2024-05-23,17.04
2024-05-24,17.05
2024-05-25,17.06
2024-05-26,17.07
2024-05-27,17.080000000000002
2024-05-28,17.09
2024-05-29,17.1
2024-05-30,17.11
2024-05-31,17.12
2024-06-01,17.13
2024-06-02,17.14
2024-06-03,17.15
2024-06-04,17.16
2024-06-05,17.17
2024-06-06,17.18
2024-06-07,17.19
2024-06-08,17.2
2024-06-09,17.21
2024-06-10,17.22
2024-06-11,17.23
2024-06-12,17.240000000000002
2024-06-13,17.25
2024-06-14,17.26
2024-06-15,17.27
2024-06-16,17.28
2024-06-17,17.29
2024-06-18,17.3
2024-06-19,17.31
2024-06-20,17.32
2024-06-21,17.330000000000002
2024-06-22,17.34
2024-06-23,17.35
2024-06-24,17.36
2024-06-25,17.37
2024-06-26,17.38
2024-06-27,17.39
2024-06-28,17.4
2024-06-29,17.41
2024-06-30,17.42
2024-07-01,17.43
2024-07-02,17.44
2024-07-03,17.45
2024-07-04,17.46
2024-07-05,17.47
2024-07-06,17.48
2024-07-07,17.490000000000002
2024-07-08,17.5
2024-07-09,17.51
2024-07-10,17.52
2024-07-11,17.53
2024-07-12,17.54
2024-07-13,17.55
2024-07-14,17.56
2024-07-15,17.57
2024-07-16,17.580000000000002
2024-07-17,17.59
2024-07-18,17.6
2024-07-19,17.61
2024-07-20,17.62
2024-07-21,17.63
2024-07-22,17.64
2024-07-23,17.65
2024-07-24,17.66
2024-07-25,17.67
2024-07-26,17.68
2024-07-27,17.69
2024-07-28,17.7
2024-07-29,17.71
2024-07-30,17.72
2024-07-31,17.73
2024-08-01,17.740000000000002
2024-08-02,17.75
2024-08-03,17.76
2024-08-04,17.77
2024-08-05,17.78
2024-08-06,17.79
2024-08-07,17.8
2024-08-08,17.81
2024-08-09,17.82
2024-08-10,17.830000000000002
2024-08-11,17.84
2024-08-12,17.85
2024-08-13,17.86
2024-08-14,17.87
2024-08-15,17.88
2024-08-16,17.89
2024-08-17,17.9
2024-08-18,17.91
2024-08-19,17.92
2024-08-20,17.93
2024-08-21,17.94
2024-08-22,17.95
2024-08-23,17.96
2024-08-24,17.97
2024-08-25,17.98
2024-08-26,17.990000000000002
2024-08-27,18.0
2024-08-28,18.01
2024-08-29,18.02
2024-08-30,18.03
2024-08-31,18.04
2024-09-01,18.05
2024-09-02,18.06
2024-09-03,18.07
2024-09-04,18.080000000000002
2024-09-05,18.09
2024-09-06,18.1
2024-09-07,18.11
2024-09-08,18.12
2024-09-09,18.13
2024-09-10,18.14
2024-09-11,18.150000000000002
2024-09-12,18.16
2024-09-13,18.17
2024-09-14,18.18
2024-09-15,18.19
2024-09-16,18.2
2024-09-17,18.21
2024-09-18,18.22
2024-09-19,18.23
2024-09-20,18.240000000000002
2024-09-21,18.25
2024-09-22,18.26
2024-09-23,18.27
2024-09-24,18.28
2024-09-25,18.29
2024-09-26,18.3
2024-09-27,18.31
2024-09-28,18.32
2024-09-29,18.330000000000002
2024-09-30,18.34
2024-10-01,18.35
2024-10-02,18.36
2024-10-03,18.37
2024-10-04,18.38
2024-10-05,18.39
2024-10-06,18.400000000000002
2024-10-07,18.41
2024-10-08,18.42
2024-10-09,18.43
2024-10-10,18.44
2024-10-11,18.45
2024-10-12,18.46
2024-10-13,18.47
2024-10-14,18.48
2024-10-15,18.490000000000002
2024-10-16,18.5
2024-10-17,18.51
2024-10-18,18.52
2024-10-19,18.53
2024-10-20,18.54
2024-10-21,18.55
2024-10-22,18.56
2024-10-23,18.57
2024-10-24,18.580000000000002
2024-10-25,18.59
2024-10-26,18.6
2024-10-27,18.61
2024-10-28,18.62
2024-10-29,18.63
2024-10-30,18.64
2024-10-31,18.650000000000002
2024-11-01,18.66
2024-11-02,18.67
2024-11-03,18.68
2024-11-04,18.69
2024-11-05,18.7
2024-11-06,18.71
2024-11-07,18.72
2024-11-08,18.73
2024-11-09,18.740000000000002
2024-11-10,18.75
2024-11-11,18.76
2024-11-12,18.77
2024-11-13,18.78
2024-11-14,18.79
2024-11-15,18.8
2024-11-16,18.81
2024-11-17,18.82
2024-11-18,18.830000000000002
2024-11-19,18.84
2024-11-20,18.85
2024-11-21,18.86
2024-11-22,18.87
2024-11-23,18.88
2024-11-24,18.89
2024-11-25,18.900000000000002
2024-11-26,18.91
2024-11-27,18.92
2024-11-28,18.93
2024-11-29,18.94
2024-11-30,18.95
2024-12-01,18.96
2024-12-02,18.97
2024-12-03,18.98
2024-12-04,18.990000000000002
2024-12-05,19.0
2024-12-06,19.01
2024-12-07,19.02
2024-12-08,19.03
2024-12-09,19.04
2024-12-10,19.05
2024-12-11,19.06
2024-12-12,19.07
2024-12-13,19.080000000000002
2024-12-14,19.09
2024-12-15,19.1
2024-12-16,19.11
2024-12-17,19.12
2024-12-18,19.13
2024-12-19,19.14
2024-12-20,19.150000000000002
2024-12-21,19.16
2024-12-22,19.17
2024-12-23,19.18
2024-12-24,19.19
2024-12-25,19.2
2024-12-26,19.21
2024-12-27,19.22
2024-12-28,19.23
2024-12-29,19.240000000000002
2024-12-30,19.25
2024-12-31,19.26
2025-01-01,19.27
2025-01-02,19.28
2025-01-03,19.29
2025-01-04,19.3
2025-01-05,19.31
2025-01-06,19.32
2025-01-07,19.330000000000002
2025-01-08,19.34
2025-01-09,19.35
2025-01-10,19.36
2025-01-11,19.37
2025-01-12,19.38
